Date,returns
2014-09-18,-7.464335114905
2014-09-19,-7.240150831598667
2014-09-20,3.511123892407983
2014-09-21,-2.4967658573127793
2014-09-22,0.8317415847792081
2014-09-23,8.033258980830759
2014-09-24,-2.9306072958098177
2014-09-25,-2.7867817193167923
2014-09-26,-1.7522571265166875
2014-09-27,-1.2202475999442317
2014-09-28,-5.753862134517328
2014-09-29,-0.4554565208133669
2014-09-30,3.010936786854685
2014-10-01,-0.8640560327416795
2014-10-02,-2.2521436563615103
2014-10-03,-4.237044549422231
2014-10-04,-8.90971731632362
2014-10-05,-2.573685720834996
2014-10-06,2.9418542484082595
2014-10-07,1.8335537549769843
2014-10-08,4.863049010753199
2014-10-09,3.367050886515816
2014-10-10,-0.9535019685869595
2014-10-11,0.2036301839769173
2014-10-12,4.387568380252533
2014-10-13,3.086216574971276
2014-10-14,2.642945473533767
2014-10-15,-1.5326230901940883
2014-10-16,-3.1435894996154166
2014-10-17,0.31370869973757615
2014-10-18,1.982518661870079
2014-10-19,-0.4855387987120306
2014-10-20,-1.7351722052715512
2014-10-21,0.9436987957972875
2014-10-22,-0.8619789324393464
2014-10-23,-6.675031813644424
2014-10-24,-0.020087830465635576
2014-10-25,-3.1390769190214725
2014-10-26,2.1178223352178427
2014-10-27,-0.4846733365239283
2014-10-28,1.3028475982844394
2014-10-29,-6.357224291092703
2014-10-30,2.8534896464091997
2014-10-31,-2.0432871725218673
2014-11-01,-3.7868067090557753
2014-11-02,0.04389084643792419
2014-11-03,0.5086850113011884
2014-11-04,0.8929583542813927
2014-11-05,2.685022019464371
2014-11-06,2.8469860439230645
2014-11-07,-1.9879070506611423
2014-11-08,0.8934452738033634
2014-11-09,5.017193407964527
2014-11-10,1.002490925623583
2014-11-11,0.20990373441413168
2014-11-12,14.144374235950053
2014-11-13,-0.6694405456441629
2014-11-14,-5.600854991385603
2014-11-15,-5.605180451604571
2014-11-16,3.0758347508881285
2014-11-17,-0.12227659222478499
2014-11-18,-3.2024492730085763
2014-11-19,1.4176812837003123
2014-11-20,-6.154474536821272
2014-11-21,-1.9732890613733702
2014-11-22,0.5888382124504188
2014-11-23,4.068049266746527
2014-11-24,2.506062301536968
